prodName,category,description
하룻밤에 읽는 동양 고전,동양철학,"고전에서는 ‘향기’가 난다. 이 향기는 ‘지혜’를 뜻한다. 수천 년이 지나도 여전히, 그 향기는 예나 지금이나 변함이 없다. 고전은 세월이 지날수록 빛을 발한다. 이 책에서는 인생의 위기가 닥칠 때 마음에 새기면 좋을 고전을 한 권에 모았다."
섹스 자본이란 무엇인가,사회학,"신자유주의하에서 복잡하게 얽혀 있는 섹스, 경제적 가치, 사회적 불평등 간의 관계 분석. 다른 사회학자들이 문화에 대해 수행했던 작업을 섹스에 대해 적용한 책이다."
치매 음식 - 100세 시대에 치매 걸릴 수는 없다! 식습관을 바꾸면 치매가 멀어진다.,질병치료와 예방,치매의 분류와 발병 원인에 대해 쉽게 설명한 다음 식습관을 통해 치매와 멀어질 수 있는 방법을 소개하고 있다. 책에서 제시하는 방법은 이미 치매를 앓고 있다고 할지라도 그 속도를 늦추는데도 도움이 될 수 있다.
흔한남매의 흔한 호기심 8,과학/수학/컴퓨터,"구독자 수 246만 명의 인기 유튜브 크리에이터, 흔한남매의 과학 학습 만화. 유머러스한 에피소드 '만화'와 말랑말랑한 과학 '정보' 페이지, 핵심 키워드를 담은 '퀴즈', 그리고 마지막으로 성취감을 길러 줄 '특별 칭찬 상장'까지 지루할 틈 없는 흥미로운 구성으로 가득하다."
과거와 미래 사이 - 정치사상에 관한 여덟 가지 철학 연습,서양철학,한길그레이트북스 182권. 역사·전통·권위·자유 등의 전통적인 정치 개념에 대한 한나 아렌트의 사유가 담긴 여덟 편의 철학 에세이 모음집이다.
7~9세 독립보다 중요한 것은 없습니다,초등 자녀,"자녀교육 멘토로 활약하고 있는 이서윤 저자는 초등학교 입학을 하고, 학교생활을 막 시작하게 된 아이들에게 왜 독립성을 심어줘야 하는지, 이 시기에 몸에 익힌 독립 습관이 아이의 자존감과 사회성 그리고 학습 능력을 키우는 데 어떻게 도움이 되는지 알려준다."
아이들 나라의 어른들 세계 - 돌봄과 교육 사이,한국에세이,"도토리 마을 방과후에서 아이들과 함께해 온 네 명의 선생님의 이야기. 아이들과 온몸으로 부대끼며 하루하루 생활하는 돌봄 노동자이자 단단한 교육 철학을 지닌 학교 밖 선생님들이 아이들과 함께 살아가는 일상을 전하고, 거기서 배우고 느끼는 것들을 담담하게 이야기한다."
밤새도록 뮤지컬,한국에세이,뮤지컬 평론가 이수진이 뮤지컬을 향한 자신의 사랑을 수줍게 고백하는 에세이이다. 일주일에 9편의 공연을 보러 다닐 정도로 씨어터고어(공연에 중독된 사람)인 저자가 특히 사랑한 열다섯 편의 작품을 책에서 다룬다.
뜨개는 우리를 들뜨게 하지,한국에세이,"바나는 아일랜드 더블린에 사는 한국인 소프트웨어 개발자이다. 그는 살면서 아주 가끔 뜨개를 해 본 적은 있었지만, 그저 필요에 의한 행위였을 뿐 뜨개라는 취미에 별다른 관심이 없었다. 그러던 그가 코로나 락다운으로 인해 길어진 홈 타임을 달래기 위해 뜨개를 시작하게 됐다."
스즈메의 문단속 스페셜 에디션,일본소설,"극장판 애니메이션 《스즈메의 문단속》의 원작소설과 코어 팬을 위한 굿즈를 담은 스페셜 패키지. 소설 『스즈메의 문단속』과,  오리지널 일러스트 아크릴 스탠드, 아크릴과 홀로그램 미니 포스터 세트 & 우드 스탠드(총 12장), 일러스트 메모 패드 & 클립 패드 세트가 담겨 있다."
신카이 마코토 세트 - 전8권,일본소설,2002년 발표한 《별의 목소리》로부터 2022년 발표한 《스즈메의 문단속》까지. 신카이 마코토 감독이 연출한 총 8작품의 장편 애니메이션 원작소설을 모두 담았다.
스즈메의 문단속,일본소설,규슈의 조용한 마을에서 이모와 함께 살아가는 17살 소녀 스즈메. 어느 날 등굣길에 아름다운 청년과 스쳐간 스즈메는 “문을 찾고 있다”는 그의 뒤를 쫓아 산속 폐허에 들어선다. 그곳에서 스즈메가 발견한 것은 낡고 하얀 문. 무언가에 이끌리듯 스즈메는 문을 향해 손을 뻗는데….
젊은 틱낫한의 일기 - 나를 만나는 길 1962-1966,불교,"삼십대 중반 미국으로 건너가 프린스턴과 컬럼비아 대학교에서 연구하던 시절의 삶과 수행, 고국을 그리워하는 마음 그리고 이후 고국인 베트남으로 돌아와 전쟁이 진행되는 암담한 현실 앞에서 겪은 인간적인 고뇌와 번민까지, 틱낫한이 진솔한 마음을 담아 적어 내려간 일기이자 명상록."
우리에게 우주가 필요한 이유 - 아동문학과 소수자 재현,아동 문학론,"아동청소년문학 평론가 송수연이 2011년부터 2021년까지 쓴 글 일부를 모은 이번 평론집은 장르문학과 여성주의를 바탕으로 아동문학이 어떻게 현실을, 그리고 소수자를 재현할 것인가라는 화두를 던진다."
1등급 상담실,청소년 문학,베스트셀러 '구미호 식당' 시리즈 박현숙 작가의 신작 청춘 판타지 로맨스 소설이다. 평범한 학생인 오신우는 어느 날 학교에서 제일 잘나가는 소라에게서 사귀자는 말을 듣게 된다. 소라와 교제하게 된 신우는 소라가 빨간 구두를 갖고 싶다고 해 중고 마켓에서 빨간 구두를 구입하는데….
"오늘은 네가 꽃 - 시를 그리고, 그림을 쓰다",시,"소년의 심장을 가진 ‘풀꽃 시인’ 나태주와 섬세한 동양화에 상상력을 곁들인 스토리로 유명한 ‘개미 요정 화가’ 신선미의 작품이 만났다. 60여 편의 그림 작품과 시를 통해 두 예술가의 공통된 감성이 펼치는 세계 속 맑고 따뜻한 감성, 뭉클하고 애틋한 감정, 때론 키득키득 웃음이 절로 나오는 작가들의 독특한 유머를 만끽할 수 있다."
해피엔딩에서 너를 기다릴게,일본소설,"심장에 종양이 생기는 ‘보석병’에 걸린 여고생이, 사후 심장에서 꺼내질 보석의 가치를 높이기 위해 가능한 한 최고의 청춘을 보낸 뒤 죽기로 결심하며 벌어지는 에피소드가 한 편의 드라마처럼 펼쳐진다."
초등학생이 알아야 할 참 쉬운 수학,과학/수학/컴퓨터,"수학의 정의부터 숫자, 도형과 패턴, 도표와 그래프, 컴퓨터와 수학 모델까지 수학을 둘러싼 여러 가지 개념과 지식을 실생활과 연결해 사례 중심으로 풀어낸 수학 입문서다. 어렵게 느껴질 수 있는 수학 원리와 풀이를 일상생활 속에서 찾아보며 효과적으로 이해할 수 있도록 돕는다."
무미건조한 오트밀에 레몬식초 2큰술을 더한 하루,외국에세이,"감탄, 공감, 응원, 소망, 희망의 댓글이 끊이지 않는 유튜브 채널. 세계적인 팬데믹이 한창이던 2020년 85세의 나이에 처음 시작한 일본의 &lt;Earth 할머니 채널&gt;이다. 1934년생으로 2023년 올해 88세를 맞이하는 주인공 타라 미치코의 영상이 어떻게 15만 구독자에 누적 조회 수 1500만 회를 넘어섰을까?"
생명의 정거장,일본소설,"도쿄의 응급의료센터에서 근무하던 62세 의사 사와코는 고향인 가나자와로 돌아와 '마호로바 진료소'에서 방문 진료 의사가 된다, '생명을 구하는' 현장에서 고군분투하던 사와코에게 있어 '생명을 보내는' 현장은 당혹스러운 일뿐이다."
나의 아름다운 정원,일본소설,초등학생인 모네는 이혼남 도리와 함께 사는데 부녀 관계는 아니다. 그리고 아침이면 도리 친구인 로가 놀러 와서 함께 밥을 먹는다. 세 사람이 사는 맨션 옥상에는 작은 신사가 있다. ‘절연의 신’을 모셔져 있어 나쁜 인연을 끊어준다는 말에 갖가지 고민이 있는 사람들이 찾아오는데…….
무지개 무인 사진관 - 흥미로운 사연을 찾는,한국소설,2012년 &lt;경성 탐정 이상&gt;으로 한국추리문학상 대상을 수상한 김재희 작가가 신작 &lt;무지개 무인 사진관&gt;으로 돌아왔다. 우리 주변에서 흔히 볼 수 있는 스티커 사진기가 구비된 무인 사진관에서 노트를 매개로 주인장과 손님들이 사연을 주고받으며 감동과 힐링을 전하는 이야기이다.
BIG WAVE 거대한 변화 - 위기는 새로운 기회와 부자를 만든다,경제학/경제일반,"우리를 위협하는 3고를 분석하며 개인에게 미칠 영향은 물론, 앞으로는 어떤 방향으로 진행될지, 그리고 여기서 얻어낸 지표를 투자에 적용하는 법을 알아본다. 또한 단순히 전망을 통해서 지시하는 것이 아니라 계속해서 현명한 투자를 이어나갈 수 있도록 우리를 스쳐 지나갔던 변화를 읽는 방법도 전하고 있다."
화산 : 지구를 뒤흔드는 몬스터 - 2022 볼로냐 라가치상 논픽션 부문 대상 수상작,과학/수학/컴퓨터,"세계적인 어린이 도서 축제인 볼로냐 국제도서전에서 라가치상을 수상한 작품이다. 책의 완성도와 가치를 인정받아 논픽션 부문 대상을 받았다. 화산에 얽힌 신화, 전설부터 6개 대륙의 대표적인 화산에 대한 다양한 이야기를 들려준다."
불륜의 심리학 - 우리는 왜 사랑하는 사람을 두고 또 다른 사랑을 꿈꾸는가?,심리학/정신분석학,"불륜의 사랑에 관하여 진행한 체계적이고 학문적인 연구 결과와 더불어 설문 조사 및 인터뷰 결과, 다양한 상담 사례를 반영했다."
뉴필로소퍼 2023 21호 - Vol 21 : 몸이 마음에게 - 마음이 몸에게,학회/무크/계간지,"21호는 몸과 마음, 마음과 몸이 주고받는 내밀한 이야기에 초점을 맞춘다. 사실 몸과 마음의 관계를 밝히는 일은 태초부터 인류의 관심사였다. 자연스럽게 철학의 한 주제가 되었고, 하루하루를 살아가며 일상을 철학하는 오늘 우리에게도 중요한 일이다."
"헤겔의 정신현상학 - 자유의지, 절대정신에 이르는 길",철학 일반,헤겔의 『정신현상학』은 근대철학의 두 줄기인 대륙의 합리론과 영국의 경험론을 종합한 칸트의 철학을 비판하며 독자적인 이론을 제시한 책이다.
물은 비밀을 알고 있다 - 세상과 인간을 이해하는 가장 완벽한 재료,교양 인문학,"물 안에 하나의 세계가 들어가 있음을 보여준다. 물이 자연에 어떤 영향을 끼치는지, 우리 생활에 스며든 물이 어떻게 문화를 창조했는지, 물 하나로 역사가 어떻게 뒤흔들렸는지, 그리고 왜 일상에서 물을 빼놓고 이야기할 수 없는지 총 4부로 풀어냈다."
[세트] 전지적 독자 시점 Part 2 & 3 세트 - 전6권,판타지/환상문학,"한국 웹소설의 현재 진행형 레전드 &lt;전지적 독자 시점&gt;. PART 1 이후의 이야기를 향한 뜨거운 성원에 힘입어, &lt;전지적 독자 시점 PART 2&gt;와 &lt;전지적 독자 시점 PART 3&gt;가 독자를 찾는다."
암탉과 빨간 장갑,초등1~2학년,노마아동문학상 수상자 안도 미키에의 그림책으로 수탉처럼 새벽에 울려다 혼이 나는 엉뚱한 암탉이 주인공이다. 스스로의 가능성을 믿고 노력하면 반드시 꿈을 이룰 수 있다는 희망의 메시지를 담은 초등 저학년 그림책이다.
요괴의 아이를 키우고 있습니다 2,동화/명작/고전,히로시마 레이코의 요괴 육아 판타지 소설 &lt;요괴의 아이를 키우고 있습니다&gt; 시리즈 2권이 출간되었다. 센야의 영혼을 간직한 요괴 아이 센키치와 요괴 돌보미 야스케 앞에 새로운 모험이 펼쳐진다.
술자리보다 재미있는 우리 술 이야기 - 이대형의 전통주 인문학,교양 인문학,고려를 지나 조선과 구한말의 우리 술에 대한 역사와 문화를 아우르고 일제 강점기를 거치면서 억압과 핍박으로 얼룩진 우리의 삶만큼 우리 술도 고난과 역경을 거치며 다양한 변화를 가져왔다. 알수록 궁금해지고 볼수록 만들어보고 싶은 《술자리보다 재미있는 우리 술 이야기》에 흠뻑 빠져보자.
후천적 프로페셔널 - 앞서 나가는 사람의 이기는 법칙 64,성공,"프로답게 세상을 바라보고, 생각하고, 행동하는 방법을 안내한다. &lt;후천적 프로페셔널&gt;에서 안내하는 일의 주도권을 잡고 성공을 쟁취하는 64가지 지침을 통해 당신도 후천적 프로페셔널로 거듭날 것이다."
바삭바삭 갈매기 (리커버 특별판),그림책,독자에게 많은 사랑을 받아온 &lt;바삭바삭 갈매기&gt;가 한림출판사 창립 60주년 기념으로 리커버 특별판을 선보인다. 욕망과 자유 사이의 갈등을 갈매기의 상황에 빗대어 유쾌하게 그려 낸 그림책이다.
작가의 루틴 : 소설 쓰는 하루,한국에세이,일상 속에서 순간적인 이미지를 포착하는 시인의 일상부터 자신이 만든 정교한 세계 속으로 독자를 끌어들이는 소설가의 일상까지. 그들의 창작의 원천은 무엇이며 또 어떤 과정을 거쳐 눈부신 작품들이 탄생하는지 소박하면서도 특별한 작가의 루틴을 소개한다.
작가의 루틴 : 시 쓰는 하루,한국에세이,"우리가 이제껏 상상만 해 오던 작가의 루틴을 모았다. 몇 시에 일어나고 몇 시에 잠드는지, 일어나서 가장 먼저 하는 일은 무엇인지, 산책은 주로 오전에 하는지 오후에 하는지 등 사소한 것들이 모여 작가의 루틴을 이룬다."
"이사도라 문, 별똥별을 구하다",동화/명작/고전,뱀파이어 요정 이사도라가 특별한 수업을 듣게 되었다. 바로 우주 비행사 아스트리드 루나 선생님과 함께 별에 대해 공부하는 우주 수업이다. 나만의 우주 만들기 숙제도 준비해 가야 한다. 하지만 벌써 무얼 만들지 정한 친구들과 달리 이사도라는 아직 아무것도 정하지 못해 걱정인데….
실컷 오늘을 살 거야 - 열다섯 마음 시집,청소년 문학,"시든 상춧잎처럼 축 처져 있다가도 언제 그랬냐는 듯 스프링처럼 튀어 오르는 시절, 누구나 지나왔고 누군가는 지금 막 지나가고 있는 열다섯의 일상을 싱싱하고 반짝이는 시의 언어로 잡아낸 청소년 시집이다."
"지구에서 영어생활자로 살아남는 법 - 발음에 집착하는 당신이 알아야 할 일터의 언어, 태도에 관하여",한국에세이,"유엔 국제기구에서 홍보기획자로 일하는 백애리의 도전과 욕망, 영어생활자로 살아남기까지의 분투를 생생하게 담은 자기계발형 에세이다. 저자는 '지방대 출신' '여성' '감정노동'에 시달리다 한국에서는 도저히 미래를 찾을 수 없어서 스물일곱의 나이에 미국 어학연수를 떠나 스위스 제네바 NGO 본부를 거쳐 기적처럼 국제기구 국제공무원으로 안착하게 된다."
네 기분은 어떤 색깔이니?,그림책,최숙희 작가의 &lt;네 기분은 어떤 색깔이니?&gt;는 자기표현에 서툰 아이들에게 다정하게 말을 건넨다. “지금 네 기분은 어떤 색깔이니?” 좀처럼 설명하기 힘든 감정을 색깔로 표현해 보라고 제안하는 것이다.
간,건강정보,"저자가 간 전문의로 40년 넘게 일하면서 얻은 지식을 바탕으로 어떻게 하면 건강을 해치지 않으면서 술을 잘 마시고 즐길 수 있는지에 대한 노하우가 담겨 있다. 간에 관한 새로운 상식부터, 건강과 간을 지키며 즐기는 술을 선택하는 법과 올바른 음주 방법에 대해 설명한다."
서울대 교수와 함께하는 10대를 위한 교양 수업 1 - 유성호 교수님이 들려주는 법의학 이야기,초등5~6학년,'서울대 교수와 함께하는 10대를 위한 교양 수업' 시리즈 1권. '그것이 알고 싶다'(SBS) 등 각종 방송에서 법의학 관련 자문을 맡아 여러 죽음의 비밀을 밝히고 대중과 소통해 온 우리나라 최고의 법의학자 유성호 교수님의 이야기를 담았다.
쇼펜하우어의 행복론과 인생론,서양철학,"을유사상고전 시리즈. 10년 만에 개정 증보판으로 소개되는 『쇼펜하우어의 행복론과 인생론』이다. 이번 판은 여덟 개의 챕터가 추가되고, 해설이 더욱 풍부하고 충실하게 보강되었으며, 국내 초역으로 「색채론」이 수록되었다."
스미기에 좋지,시,"시집 &lt;내가 사랑하는 나의 새 인간&gt; &lt;희망은 사랑을 한다&gt;, 산문집 &lt;노래하는 복희&gt; 등을 통해 독자와 평단의 폭넓은 지지를 받고 있는 김복희 시인은 “인간을 부르는 가장 낯선 입 모양이자, 사랑을 말하는 가장 새로운 목소리”라는 수식어에 부름을 받듯 2년 만에 새 시집 &lt;스미기에 좋지&gt;를 냈다."
하루 1분 성취의 힘 - 나를 매일 성장시키는 가장 쉬운 성공 습관,성공,"‘모트모트’가 7인의 저자와 ‘작은 성취의 중요성’에 관해 이야기를 나눈 인터뷰집이다. 저자들은 ‘5분 더 자고 싶을 때 벌떡 일어나기’, ‘끼니 거르지 않기’ 등의 작은 성취 경험이 인생에서 얼마나 큰 도움이 되었는지를 소개한다."
여자아이이고 싶은 적 없었어,그래픽노블,"여성의 삶에 대한 매우 사적인 사색을 담고 있는 작품이다. 아이를 낳고 싶다는 소망은 파트너 남성에 대한 사랑과 섹슈얼한 즐거움 너머로, 여성의 삶에 대한 사색으로 이어진다."
AI 2041 - 10개의 결정적 장면으로 읽는 인공지능과 인류의 미래,트렌드/미래전망,인공지능은 우리의 오늘과 미래를 과연 얼마나 바꿔놓았을까? 인공지능이 계속 발전하고 지금보다 더 많은 곳에 적용되면 어떤 미래가 펼쳐질까? 신선한 접근 방식과 대담한 분석으로 출간 전부터 전 세계 리더들과 독자들이 주목한 《AI 2041》의 두 저자는 이 책을 통해 미래에 대한 우리의 호기심과 두려움을 모두 해결하며 인공지능에 대한 비전을 정밀하게 보여준다.
이과형의 만만한 과학책 - 과알못도 즐겁게 만드는 대한민국 최고의 과학 멘토,기초과학/교양과학,과학채널 &lt;이과형&gt;의 과학 이야기 중에서 가장 많은 사랑을 받았던 이야기들을 재구성하여 담으면서 영상으로는 미처 전하지 못했던 이론적 설명을 더하는 동시에 이과형 특유의 유머와 재미 또한 놓치지 않고 온전히 담았다.
아무것도 부인하지 않겠습니다 - 프랑수아즈 사강과의 대담 (1954∼1992),문학의 이해,1954년부터 1992년 사이 약 38년 동안 이루어진 프랑수아즈 사강의 인터뷰집이다. 프랑스 문학의 아이콘으로 군림했던 사강의 솔직담백한 인생 이야기가 370여 페이지에 담겨져 있다. 거짓과 위선의 벽에 둘러싸인 대답이 아니라 삶의 매순간에 그녀가 겪어야 했던 감정의 소용돌이와 번민에 대해서도 솔직하고 담백하게 말한다.
좀비고등학교 코믹스 시즌 2 : 7,게임 만화/캐릭터도감,"친구들을 탈출시킨 뒤, 가람, 이현, 동석은 웜홀 기계를 찾으러 특별관으로 떠난다. 아이들은 갑자기 좀비와 경비가 모두 사라졌다는 사실을 알고, 재단이 함정을 팠다고 의심한다. 한편, 동석은 불현듯 특별관 로비 앞에 있는 수상한 문을 떠올리는데…."
악스트 Axt 2023.1.2 - no.046,문학 잡지,46호 cover story 인터뷰이는 2022년 부커상 인터내셔널 부문 후보에 오른 후 국내외를 오가며 활발한 활동을 이어가고 있는 소설가 박상영이다. 이번 인터뷰에는 무엇보다 문학하는 마음에 관한 그의 올곧은 진심이 가득 담겼다. 작가가 되고서 구원받은 것 같다는 진솔한 고백의 곁에는 문학에 대한 애증 역시 함께했다.
사피엔스 (양장 특별판),인류학/고고학,‘천재 사상가’(뉴욕타임스) 유발 하라리의 대표작 &lt;사피엔스&gt;가 양장 특별판으로 새롭게 선보인다. 이제 불황이라는 수식어가 전혀 어색하지 않은 국내 출판시장에서도 &lt;사피엔스&gt;는 인문교양 분야의 트렌드를 주도하며 2023년 1월 기준 ‘200쇄 발행·115만부 판매’라는 놀라운 기록을 거두고 있다.
호모 데우스 (양장 특별판),문화/문화이론,‘천재 사상가’(뉴욕타임스) 유발 하라리의 문제작 《호모 데우스》가 양장 특별판으로 새롭게 선보인다. 이번 특별판에는 어느 때보다 어려운 상황을 맞고 있는 현재 인류에게 필요한 것이 무엇인지 제언하는 특별 서문이 수록되었다.
전지적 건설 엔지니어 시점 : 철근 콘크리트를 사랑하는 일 - 건설 엔지니어,한국에세이,"자신만의 꿈과 인생을 성장시켜 나가는 사람들의 이야기, 직업 밀착 에세이 시리즈 ‘일일드라마’의 첫 번째 직업 ‘건설 엔지니어’. 처음부터 건설 엔지니어가 되길 소망하지 않았지만 어느새 전지적 건설 엔지니어 시점으로 세상을 바라보게 된 15년차 건설 엔지니어가 알려주는 직업의 희로애락."
세상에서 가장 재미있는 세계사 1~5 세트 - 전5권,세계사 일반,"뛰어난 만화가이자 역사가인 래리 고닉은, 30여 년 전 날카롭고 정확하면서도 흥미진진한 만화 세계사를 만들어내는 대장정에 나섰다. 그리하여 여느 세계사 책과는 다르게 인류 역사를 우주의 탄생에서 출발하는 첫권을 1990년에 출간한 이래, 1994년에 2권을, 2002년에 3권을, 2007년에 4권을, 2009년에 5권을 각각 출간하였다."
자발적 방관육아 - 프랑스도 인정한 한국 엄마의 특별한 육아법,육아,"부모가 느긋하고 여유롭게, 그러나 전략적으로 방관하자 아이들이 스스로 공부에 몰입하게 되는 놀라운 과정과 성공 사례를 담고 있다. 가령 저자는 갑작스레 거주하게 된 프랑스에서 한국인 부모가 상상할 수 없는 방식의 야생육아를 경험하게 되는데, 저자의 아이들은 열흘 만에 기관에 적응하고 이를 학업 성과로 보여주었다."
재와 빨강 (리마스터판),한국소설,인간의 내면과 일상의 폭력을 강렬한 이미지로 형상하면서도 빈틈없이 치밀한 서사를 직조해내는 작가 편혜영의 기념비적인 첫 장편소설 &lt;재와 빨강&gt;이 창비 리마스터 소설선으로 출간되었다. 작가는 이번 리마스터판 출간을 위해 거의 모든 문장을 새롭게 고쳐 써서 펴냈다.
크레용토끼의 오일파스텔 드로잉 : 반려동물 편,미술,다채로운 색감과 독특한 질감의 오일파스텔 드로잉으로 많은 사랑을 받은 &lt;크레용토끼의 오일파스텔 드로잉&gt;이 사랑스러운 반려동물 24마리와 함께 후속권 ‘반려동물 편’으로 돌아왔다.
작으면 뭐가 어때서!,그림책,null
프랑스 문화와 예술,유럽사,"프랑스의 각 시대를 정치와 경제, 문화, 예술 등에 걸쳐 전반적으로 조망한 프랑스 입문서이자 프랑스문화사이다. 특히 프랑스 문화 · 예술이 꽃핀 중세 이후는 종교생활, 예술세계, 일상생활과 감수성 등의 항목으로 상세하고 일목요연하게 설명되어 있다."
처음 배우는 반도체 - 기초부터 제대로 이해하기,공학,"반도체에 대해 다루는 책이다. 대표적인 반도체 재료인 실리콘의 다양한 특성부터 반도체의 여러 가지 성질을 이용한 소자 등을 소개하고 실제 제작 공정과 어떤 분야에 어떤 용도로 활용되는지 알아보고, 마지막으로 반도체 개발의 최전선에서 일어나는 움직임과 미래 전망을 살펴본다."
빅 도어 프라이즈,영미소설,"더 많은 것을 꿈꿀 수 있다는 걸 깨닫게 될 때까지는 지금의 삶이 완벽하게 행복하다고 믿었던 더글러스 부부, 목수의 꿈을 찾아 어느 날 갑자기 퇴직을 선언하는 팻 교장 등 개성 넘치는 디어필드 사람들은 또 다른 ‘인생의 가능성’을 운명처럼 맞닥뜨리는 일생일대의 ‘사건’에 직면하게 된다."
국가에 관한 질문들 - 정치철학의 역사,서양철학,"파리8대학 철학교수이자 프랑스에서 가장 활발히 활동하는 정치철학자 중 한 명인 기욤 시베르탱-블랑이 쓴 정치철학서로, 프랑스대학 출판부PUF가 대학 학부생들을 위해 기획한 교과서(리상스 총서)이다."
벽을 넘어 세계의 중심에 선 알파걸 파워 - 관심과 도전으로 지켜 낸 아름다운 가치,문화/예술/인물,"슬기로운 사회생활 4권. 자신의 한계를 뛰어넘고, 사회의 편견을 부수고, 옳은 것을 옳다고 말하고, 누구나 누려야 할 권리를 누릴 수 있는 세상을 향해 관심 갖고 용기 있게 도전한 21명의 기적 같은 순간과 노력에 관한 이야기다."
군중의 망상 - 욕망과 광기의 역사에 숨겨진 인간 본능의 실체,세계사 일반,1841년 영국의 언론인 찰스 맥케이는 인간의 비이성적 본성이 집단 속에서 매우 빠르게 확산한다는 사실을 담은 문제작 &lt;대중의 미망과 광기&gt;를 발표한다. 이 명저를 21세기 시점으로 재해석해 전 세계 미디어에서 ‘현대판 &lt;대중의 미망과 광기&gt;’라는 찬사를 받은 책이 있다. 바로 &lt;군중의 망상&gt;이다.
서쪽 바람,시,1992년 시선집 &lt;기러기&gt;로 전미도서상을 수상하며 “이 시대 최고의 시인”이라는 명예로운 칭호를 획득한 메리 올리버. &lt;서쪽 바람&gt;은 그가 미국에서 가장 사랑받는 시인으로 자리매김하던 시대의 흐름 속에서 공개됐다. 본격적으로 산문과 산문시를 쓰기 시작하던 무렵 나온 시집에는 길이도 형식도 자유로운 40편의 시가 수록되어 있다.
"수학, 생각의 기술 UP - 창의력을 깨우고 일상을 바꾸는 7가지 수학적 사고법",수학,중학교 수준의 수학 지식만 있으면 누구나 이해하고 즐길 수 있는 수학 문제를 바탕으로 우리 인생의 무기가 될 수학적 사고법 7가지를 알려준다. 다양하고 방대한 풀이 과정을 읽다 보면 어느새 수학의 재미를 발견하고 스스로 생각하는 힘 이 강해질 것이다.
"스탈린의 전쟁 - 제2차 세계 대전에서 냉전까지, 스탈린은 소련을 어떻게 이끌었나",세계사 일반,"제2차 세계 대전과 복잡한 20세기 국제 관계에서 소련의 지도자로서 스탈린이 어떤 리더십을 발휘했는지, 스탈린의 현실적인 모습을 그려 낸 책이다. 스탈린의 잔혹성을 솔직하게 탐구하면서, 스탈린이 독일과의 전쟁을 승리로 이끈 위대한 군사 지도자이자 자본주의 세계와의 평화적 공존을 꾀한 노련한 외교관, 전후 소련의 개혁 과정을 주도한 뛰어난 정치인이라는 증거도 발견해 낸다."
1학년 시계 달력 - 20일 만에 완성하는,유아 교양/학습,"1학년 시리즈. 유튜브 '어디든학교' 하유정 선생님이 직접 현장에서 가르치고 효과 본 방법을 한 권에 고스란히 담았으며, 20일이면 시계와 달력 보기를 쉽고 재미있게 깨칠 수 있게 만들었다."
심령들이 잠들지 않는 그곳에서,추리/미스터리소설,"1888년, 뉴욕. 스물여섯 살의 가난한 마술사 제니 마턴은 홀어머니를 모시고 토끼, 비둘기와 함께 근근이 살아간다. 그러던 어느 날, 유명 탐정 회사인 &lt;핑커턴&gt;의 수장 로버트 핑커턴이 제니를 찾아와 미제 사건을 맡아 달라며 거액의 보수를 제시한다."
대한민국 명문학군 입지지도 - 서울 황금 학군부터 떠오르는 신흥명문 학군까지,재테크/투자,대치동 20년 경력의 입시 컨설턴트이자 재테크 전문가인 저자는 전국 17대 주요 학군지의 장단점과 해당 학원가의 트렌드까지 면밀히 파악해냈다. 대한민국 입시 1번지 대치동부터 대구 수성구와 부산 해운대까지 학군지 내 핵심 중·고교(총 205곳)의 학업 수준과 내신점수 그리고 특목고와 자사고 진학 추이 및 대학 진학률 등 수년간의 데이터를 종합 분석해서 학교별 장단점을 도출해냈다.
호랑이를 사랑하는 법,그림책,"다비드 칼리 작가가 인도의 속담에서 영감을 얻어 글을 쓰고, 이탈리아의 가브리엘 피노 작가가 그림을 그렸다. 호랑이를 대하는 인간의 다양한 관점을 보여주며, 인간과 자연의 관계와 공존의 문제를 생각해보게 하는 그림책이다."
윌리엄 유리 하버드 협상법 - 하버드 협상연구소 설립자가 말하는 진정 원하는 것을 얻는 6단계,협상/설득/화술,"1981년 초판 출간 후 현재까지, 전 세계에서 1,300만 부 넘게 판매(영어판 판매 기록)되고 34개 언어로 번역된《Getting to Yes(YES를 이끌어내는 협상법-한국어판)》는, ‘세계적인 협상과 평화 과정’을 주제로 박사학위 논문을 작성 중이었던 하버드대 문화인류학 박사 윌리엄 유리가 하버드대 법학과 교수였던 고(故) 로저 피셔 교수와 공동으로 집필한 명실상부 협상 분야 바이블이다."
"사서, 고생 - 책보다 사람을 좋아해야 하는 일",한국에세이,"일의 영역에서 삶을 성찰하는 에세이 시리즈 ‘일하는 사람’의 열한 번째 책 &lt;사서, 고생&gt;. 책과 누구보다 가까워야 하는 직업인 것 같지만 때론 책과 가장 멀어질 수도 있는 신기한 직업, 사서의 세계로 독자들을 초대한다."
깊이 읽는 여덟 가지 복,기독교(개신교),null
피타고라스 생각 수업 - 수학자는 어떻게 발견하고 분석하고 활용할까,수학,"피타고라스, 유클리드, 페르미, 가우스, 힐베르트, 허준이 등 고대 수학자부터 현대 수학자까지 그들의 수학적 생각을 33가지로 다양하게 다뤘다. 그 가운데 일대일대응, 분수, 함수, 기하학, 피보나치수열, 페르미 추정 등 초등 수학부터 고등 수학까지 개념과 이론을 두루 접할 수 있다."
